695,"IEEE International Symposium on Cluster, Cloud and Grid Computing",CCGRID,ICORE2026,B,Yes,4606,,
1420,International Symposium on Symbolic and Algebraic Computation,ISSAC,ICORE2026,B,Yes,4613,,
2339,IEEE International Conference on Smart Computing,SmartComp,ICORE2026,B,Yes,4601,4611,4606
565,"GI International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment",DIMVA,ICORE2026,B,Yes,4604,,
355,Conference on Agile Software Development,XP,ICORE2026,B,Yes,4612,,
2341,Certified Programs and Proofs,CPP,ICORE2026,B,Yes,4613,4612,
1598,"Logics in Artificial Intelligence, European Conference",JELIA,ICORE2026,B,Yes,4613,4602,
988,International Conference on Database Systems for Advanced Applications,DASFAA,ICORE2026,B,Yes,4605,,
1245,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",ITP,ICORE2026,B,Yes,4613,,
2343,IEEE International Conference on Computational Photography,ICCP,ICORE2026,B,Yes,4603,,
42,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,ICORE2026,B,Yes,4607,4603,
1475,International Workshop on Fast Software Encryption,FSE,ICORE2026,B,Yes,4604,,
2212,The Symposium of Combinatorial Search,SoCS,ICORE2026,B,Yes,4602,,
901,International Conference on Affective Computing and Intelligent,ACII,ICORE2026,B,Yes,4608,,
67,ACM Virtual Reality Software and Technology,VRST,ICORE2026,B,Yes,4607,,
2345,IEEE International Conference on Robot and Human Interactive Communication,RO-MAN,ICORE2026,B,Yes,4608,4602,4601
2264,AAAI Conference on Human Computation and Crowdsourcing,HCOMP,ICORE2026,B,Yes,4608,4605,
2346,Creativity and Cognition,C&C,ICORE2026,B,Yes,4608,,
973,International Conference on Concurrency Theory,CONCUR,ICORE2026,B,Yes,4613,4606,
907,International Conference on Applied Cryptography and Network Security,ACNS,ICORE2026,B,Yes,4604,,
2348,International Conference on Cooperative and Human Aspects of Software Engineering,CHASE,ICORE2026,B,Yes,4608,4612,
126,Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE,ICORE2026,B,Yes,4608,,
2349,International ACM Conference on Automotive User Interfaces and Interactive Vehicular Applications,Automotive_UI,ICORE2026,B,Yes,4608,,
1170,International Conference on Persuasive Technology,Persuasive,ICORE2026,B,Yes,806,,
724,IEEE Pacific Visualization Symposium (was APVIS),PacificVis,ICORE2026,B,Yes,4608,,
2350,IEEE International Symposium on Computer-Based Medical Systems,CBMS,ICORE2026,B,Yes,4601,4608,4611
162,Asia and South Pacific Design Automation Conference,ASPDAC,ICORE2026,B,Yes,4606,,
2318,Field Programmable Logic and Applications,FPL,ICORE2026,B,Yes,CSE,,
2352,ACM Symposium on Applied Perception,SAP,ICORE2026,B,Yes,4608,4607,
2355,ACM Conference on Learning @ Scale,L@S,ICORE2026,B,Yes,4601,4611,CSE
106,Algorithmic Learning Theory,ALT,ICORE2026,B,Yes,4611,,
370,Conference on Integer Programming and Combinatorial Optimization,IPCO,ICORE2026,B,Yes,4613,,
1814,Theoretical Aspects of Rationality and Knowledge,TARK,ICORE2026,B,Yes,4613,,
1815,Theory of Cryptography Conference,TCC,ICORE2026,B,Yes,4604,4613,
58,ACM Symposium on Mobile Ad Hoc Networking and Computing,MOBIHOC,ICORE2026,B,Yes,4606,,
167,Asian Conference on Computer Vision,ACCV,ICORE2026,B,No,4603,,
2188,Asian Conference on Intelligent Information and Database Systems,ACIIDS,ICORE2026,B,Yes,4605,4602,
89,Advanced Concepts for Intelligent Vision Systems,ACIVS,ICORE2026,B,Yes,4603,,
2313,ACM Conference on Security and Privacy in Wireless and Mobile Networks,ACM_WiSec,ICORE2026,B,Yes,4604,,
151,International Conference on Artificial Intelligence in Medicine,AIME,ICORE2026,B,Yes,4601,,
97,Advances in Modal Logic,AiML,ICORE2026,B,Yes,4613,,
890,International Conference on Advanced Information Networking and Applications (was ICOIN),AINA,ICORE2026,B,No,4606,,
175,Asia-Pacific Bioinformatics Conference,APBC,ICORE2026,B,No,4601,,
171,ASIAN Symposium on Programming Languages and Systems,APLAS,ICORE2026,B,Yes,4612,,
923,"International Conference on Availability, Reliability and Security",ARES,ICORE2026,B,Yes,4604,,
2311,IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,ASONAM,ICORE2026,B,Yes,4605,4608,4611
1357,International Symposium on Automated Technology for Verification and Analysis,ATVA,ICORE2026,B,Yes,4612,,
93,Advanced Visual Interfaces,AVI,ICORE2026,B,No,4608,,
92,IEEE International Conference on Advanced Video and Signal Based Surveillance,AVSS,ICORE2026,B,Yes,4603,,
2274,IEEE International Conference on Big Data,BigData,ICORE2026,B,Yes,4605,4611,4602
2291,Conference on Algebra and Coalgebra in Computer Science,CALCO,ICORE2026,B,Yes,4613,,
982,International Conference on Cryptology and Network Security,CANS,ICORE2026,B,No,4604,,
2289,Computer Algebra in Scientific Computing,CASC,ICORE2026,B,Yes,4613,,
936,International Conference on Compiler Construction,CC,ICORE2026,B,Yes,4606,,
2061,IEEE Congress on Evolutionary Computation,CEC,ICORE2026,B,Yes,4602,,
1279,International Conference on Practice and Theory in Public Key Cryptography,PKC,ICORE2026,B,Yes,4604,,
